[2024-12-11 08:10:20] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-12-11 08:10:20] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-12-11 08:10:20] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-12-11 08:10:20] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-12-11 08:10:20] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-12-11 08:10:20] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-12-11 08:10:21] [class-ss-setup-task.php:33] Creating archive directory: D:\xampp\htdocs\automospeed1/wp-content/uploads\simply-static\temp-files/simply-static-1-1733904620\
[2024-12-11 08:10:21] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/automospeed1/
[2024-12-11 08:10:21] [class-ss-setup-task.php:116] File D:\xampp\htdocs\automospeed1/robots.txt exists; adding to queue as: D:/xampp/htdocs/automospeed1/robots.txt
[2024-12-11 08:10:21] [class-yoast-integration.php:86] Adding sitemap URL to queue: http://localhost/automospeed1/sitemap.xml
[2024-12-11 08:10:21] [class-yoast-integration.php:86] Adding sitemap URL to queue: http://localhost/automospeed1/sitemap_index.xml
[2024-12-11 08:10:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\LENOVO\AppData\Local\Temp/675948f3ed6d3-QgVjKz.tmp to D:\xampp\htdocs\automospeed1/wp-content/uploads\simply-static\temp-files/simply-static-1-1733904620/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.min.css
[2024-12-11 08:10:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-11 08:10:28] [class-ss-page.php:119] Checking Content Identical:2f497c34ef82731df3cd8e9f4ad97046faa4e881===. Value: FALSE
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:72] URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.css
[2024-12-11 08:10:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 591
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\LENOVO\AppData\Local\Temp/675948f401c89-Tv283D.tmp
[2024-12-11 08:10:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.css?simply_static_page=7306
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.css?simply_static_page=7306
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:103] Filesize: 360 bytes
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.css
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\LENOVO\AppData\Local\Temp/675948f401c89-Tv283D.tmp to D:\xampp\htdocs\automospeed1/wp-content/uploads\simply-static\temp-files/simply-static-1-1733904620/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.css
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-11 08:10:28] [class-ss-page.php:119] Checking Content Identical:84088f6762bfecd307665a6f1247c93308fbba56===. Value: FALSE
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:72] URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.min.css
[2024-12-11 08:10:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 591
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\LENOVO\AppData\Local\Temp/675948f40a305-TmUDgk.tmp
[2024-12-11 08:10:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.min.css?simply_static_page=7307
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.min.css?simply_static_page=7307
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:103] Filesize: 318 bytes
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.min.css
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\LENOVO\AppData\Local\Temp/675948f40a305-TmUDgk.tmp to D:\xampp\htdocs\automospeed1/wp-content/uploads\simply-static\temp-files/simply-static-1-1733904620/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.min.css
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-11 08:10:28] [class-ss-page.php:119] Checking Content Identical:f542c08918c035480e8de6785ec9d32336c23313===. Value: FALSE
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:72] URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-push.css
[2024-12-11 08:10:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 591
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\LENOVO\AppData\Local\Temp/675948f416063-VCD83B.tmp
[2024-12-11 08:10:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-push.css?simply_static_page=7308
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-push.css?simply_static_page=7308
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:103] Filesize: 349 bytes
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-push.css
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\LENOVO\AppData\Local\Temp/675948f416063-VCD83B.tmp to D:\xampp\htdocs\automospeed1/wp-content/uploads\simply-static\temp-files/simply-static-1-1733904620/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-push.css
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-11 08:10:28] [class-ss-page.php:119] Checking Content Identical:a04a848c0af699962fd62d4b837722b87b5972d0===. Value: FALSE
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:72] URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-push.min.css
[2024-12-11 08:10:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 591
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\LENOVO\AppData\Local\Temp/675948f41e94f-mDbaro.tmp
[2024-12-11 08:10:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-push.min.css?simply_static_page=7309
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-push.min.css?simply_static_page=7309
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:103] Filesize: 306 bytes
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-push.min.css
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\LENOVO\AppData\Local\Temp/675948f41e94f-mDbaro.tmp to D:\xampp\htdocs\automospeed1/wp-content/uploads\simply-static\temp-files/simply-static-1-1733904620/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-push.min.css
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-11 08:10:28] [class-ss-page.php:119] Checking Content Identical:c6724da9f417db70c6058a5cd803a3337627dfd5===. Value: FALSE
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:72] URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-rotate.css
[2024-12-11 08:10:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 591
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\LENOVO\AppData\Local\Temp/675948f4266e0-8Suqha.tmp
[2024-12-11 08:10:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-rotate.css?simply_static_page=7310
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-rotate.css?simply_static_page=7310
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:103] Filesize: 228 bytes
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-rotate.css
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\LENOVO\AppData\Local\Temp/675948f4266e0-8Suqha.tmp to D:\xampp\htdocs\automospeed1/wp-content/uploads\simply-static\temp-files/simply-static-1-1733904620/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-rotate.css
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-11 08:10:28] [class-ss-page.php:119] Checking Content Identical:9f1e798287c8823d02dec9596ef04b221642b844===. Value: FALSE
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:72] URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-rotate.min.css
[2024-12-11 08:10:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 591
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\LENOVO\AppData\Local\Temp/675948f42e79e-TYUrc1.tmp
[2024-12-11 08:10:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-rotate.min.css?simply_static_page=7311
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-rotate.min.css?simply_static_page=7311
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:103] Filesize: 208 bytes
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-rotate.min.css
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\LENOVO\AppData\Local\Temp/675948f42e79e-TYUrc1.tmp to D:\xampp\htdocs\automospeed1/wp-content/uploads\simply-static\temp-files/simply-static-1-1733904620/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-rotate.min.css
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-11 08:10:28] [class-ss-page.php:119] Checking Content Identical:bcacf78c3c86ae4f8cf95248b5859070327aa5e6===. Value: FALSE
[2024-12-11 08:10:28] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 0 of 591 pages/files
[2024-12-11 08:10:28] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-12-11 08:10:28] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-12-11 08:10:28] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:69] Total pages: 649; Pages remaining: 599
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:72] URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-shrink.css
[2024-12-11 08:10:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 649
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\LENOVO\AppData\Local\Temp/675948f43880f-VK5JSi.tmp
[2024-12-11 08:10:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-shrink.css?simply_static_page=7312
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-shrink.css?simply_static_page=7312
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:103] Filesize: 226 bytes
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-shrink.css
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\LENOVO\AppData\Local\Temp/675948f43880f-VK5JSi.tmp to D:\xampp\htdocs\automospeed1/wp-content/uploads\simply-static\temp-files/simply-static-1-1733904620/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-shrink.css
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-11 08:10:28] [class-ss-page.php:119] Checking Content Identical:e356821711739bf18e2cca7d24b146096e2a6df7===. Value: FALSE
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:72] URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-shrink.min.css
[2024-12-11 08:10:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 649
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\LENOVO\AppData\Local\Temp/675948f44037f-jrtORD.tmp
[2024-12-11 08:10:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-shrink.min.css?simply_static_page=7313
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-shrink.min.css?simply_static_page=7313
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:103] Filesize: 205 bytes
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-shrink.min.css
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\LENOVO\AppData\Local\Temp/675948f44037f-jrtORD.tmp to D:\xampp\htdocs\automospeed1/wp-content/uploads\simply-static\temp-files/simply-static-1-1733904620/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-shrink.min.css
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-11 08:10:28] [class-ss-page.php:119] Checking Content Identical:d24239ce3368865de4cec69f92452f02efddf77e===. Value: FALSE
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:72] URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.css
[2024-12-11 08:10:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 649
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\LENOVO\AppData\Local\Temp/675948f447e82-U9ocGl.tmp
[2024-12-11 08:10:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.css?simply_static_page=7314
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.css?simply_static_page=7314
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:103] Filesize: 262 bytes
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.css
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\LENOVO\AppData\Local\Temp/675948f447e82-U9ocGl.tmp to D:\xampp\htdocs\automospeed1/wp-content/uploads\simply-static\temp-files/simply-static-1-1733904620/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.css
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-11 08:10:28] [class-ss-page.php:119] Checking Content Identical:866924292c7de26caba765a1dca28dff940cc29c===. Value: FALSE
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:72] URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.min.css
[2024-12-11 08:10:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 649
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\LENOVO\AppData\Local\Temp/675948f44ffa6-Db35Pi.tmp
[2024-12-11 08:10:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.min.css?simply_static_page=7315
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.min.css?simply_static_page=7315
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:103] Filesize: 239 bytes
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.min.css
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\LENOVO\AppData\Local\Temp/675948f44ffa6-Db35Pi.tmp to D:\xampp\htdocs\automospeed1/wp-content/uploads\simply-static\temp-files/simply-static-1-1733904620/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.min.css
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-11 08:10:28] [class-ss-page.php:119] Checking Content Identical:d1c62cd630b495a3e6132cdb51cc3efc2f7c40f5===. Value: FALSE
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:72] URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.css
[2024-12-11 08:10:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:46; Total: 649
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\LENOVO\AppData\Local\Temp/675948f45821b-FFX4Qk.tmp
[2024-12-11 08:10:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.css?simply_static_page=7316
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.css?simply_static_page=7316
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:103] Filesize: 282 bytes
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.css
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\LENOVO\AppData\Local\Temp/675948f45821b-FFX4Qk.tmp to D:\xampp\htdocs\automospeed1/wp-content/uploads\simply-static\temp-files/simply-static-1-1733904620/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.css
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-11 08:10:28] [class-ss-page.php:119] Checking Content Identical:e7e1c1450dd91120c7356819fa50c86e98d797c9===. Value: FALSE
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:72] URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.min.css
[2024-12-11 08:10:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:45; Total: 649
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\LENOVO\AppData\Local\Temp/675948f45ee6f-tOOPdR.tmp
[2024-12-11 08:10:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.min.css?simply_static_page=7317
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.min.css?simply_static_page=7317
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:103] Filesize: 259 bytes
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.min.css
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\LENOVO\AppData\Local\Temp/675948f45ee6f-tOOPdR.tmp to D:\xampp\htdocs\automospeed1/wp-content/uploads\simply-static\temp-files/simply-static-1-1733904620/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.min.css
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-11 08:10:28] [class-ss-page.php:119] Checking Content Identical:31bb8cd8bcce249832de81149d61da49636820b5===. Value: FALSE
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:72] URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-forward.css
[2024-12-11 08:10:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:44; Total: 649
[2024-12-11 08:10:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\LENOVO\AppData\Local\Temp/675948f47141f-vnsoC5.tmp
[2024-12-11 08:10:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-forward.css?simply_static_page=7318
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/automospeed1/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-forward.css?simply_static_page=7318
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:103] Filesize: 279 bytes
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-11 08:10:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-forward.css
